OID_,WMU_NY_UNIT,Region,WMU_NY_UNITSQMILE,WMU_NY_MOREINFO,WMU_NY_Shape__Are,WMU_NY_Shape__Len,Buck_2007,Antlerless_2007,Buck_2008,Antlerless_2008,Buck_2009,Antlerless_2009,Buck_2010,Antlerless_2010,Buck_2011,Antlerless_2011,Buck_2012,Antlerless_2012,Buck_2013,Antlerless_2013,Buck_2014,Antlerless_2014,Buck_2015,Antlerless_2015,Buck_2016,Antlerless_2016,Buck_2017,Antlerless_2017,Buck_2018,Antlerless_2018,Buck_2019,Antlerless_2019,Buck_2020,Antlerless_2020,Buck_2021,Antlerless_2021,Buck_Total,Antlerless_Total,BuckPercentTotal,AntlerlessPercentTotal,Tier
79,4S,Region 4,218,https://www.dec.ny.gov/outdoor/8302.html,564108317.672000050544739,118723.662242000005790,489.000000000000000,189.000000000000000,518.000000000000000,242.000000000000000,519.000000000000000,255.000000000000000,508.000000000000000,193.000000000000000,679.000000000000000,162.000000000000000,459.000000000000000,579.000000000000000,413.000000000000000,378.000000000000000,480.000000000000000,295.000000000000000,414.000000000000000,241.000000000000000,580.000000000000000,276.000000000000000,477.000000000000000,386.000000000000000,544.000000000000000,414.000000000000000,504.000000000000000,287.000000000000000,649.000000000000000,474.000000000000000,445.000000000000000,368.000000000000000,7678.000000000000000,4739.000000000000000,0.356619200553245,0.335168122423682,
80,4T,Region 4,132,https://www.dec.ny.gov/outdoor/8302.html,342084639.484000027179718,95110.975368100000196,398.000000000000000,432.000000000000000,433.000000000000000,442.000000000000000,351.000000000000000,529.000000000000000,392.000000000000000,482.000000000000000,442.000000000000000,511.000000000000000,534.000000000000000,697.000000000000000,356.000000000000000,683.000000000000000,357.000000000000000,589.000000000000000,327.000000000000000,557.000000000000000,382.000000000000000,504.000000000000000,292.000000000000000,475.000000000000000,340.000000000000000,429.000000000000000,333.000000000000000,343.000000000000000,374.000000000000000,465.000000000000000,214.000000000000000,266.000000000000000,5525.000000000000000,7404.000000000000000,0.557165765118428,0.523651567508956,
81,4W,Region 4,434,https://www.dec.ny.gov/outdoor/8302.html,1123083372.180000066757202,206220.204121999995550,1121.000000000000000,531.000000000000000,1397.000000000000000,730.000000000000000,1242.000000000000000,870.000000000000000,1337.000000000000000,747.000000000000000,1222.000000000000000,487.000000000000000,794.000000000000000,641.000000000000000,1014.000000000000000,842.000000000000000,913.000000000000000,800.000000000000000,759.000000000000000,446.000000000000000,785.000000000000000,341.000000000000000,772.000000000000000,310.000000000000000,834.000000000000000,415.000000000000000,931.000000000000000,447.000000000000000,985.000000000000000,714.000000000000000,899.000000000000000,498.000000000000000,15005.000000000000000,8819.000000000000000,0.663647336923206,0.623728143417273,
82,4Y,Region 4,175,https://www.dec.ny.gov/outdoor/8302.html,453081569.343999981880188,116733.195716999995057,569.000000000000000,549.000000000000000,595.000000000000000,653.000000000000000,550.000000000000000,659.000000000000000,475.000000000000000,540.000000000000000,633.000000000000000,417.000000000000000,623.000000000000000,677.000000000000000,573.000000000000000,650.000000000000000,475.000000000000000,738.000000000000000,452.000000000000000,520.000000000000000,520.000000000000000,497.000000000000000,407.000000000000000,463.000000000000000,507.000000000000000,500.000000000000000,427.000000000000000,399.000000000000000,566.000000000000000,553.000000000000000,334.000000000000000,290.000000000000000,7706.000000000000000,8105.000000000000000,0.609917413058463,0.573230139743394,
83,4Z,Region 4,252,https://www.dec.ny.gov/outdoor/8302.html,653600882.766000032424927,143870.643432999990182,669.000000000000000,241.000000000000000,651.000000000000000,479.000000000000000,577.000000000000000,228.000000000000000,603.000000000000000,282.000000000000000,780.000000000000000,357.000000000000000,690.000000000000000,277.000000000000000,629.000000000000000,352.000000000000000,527.000000000000000,346.000000000000000,481.000000000000000,324.000000000000000,664.000000000000000,387.000000000000000,567.000000000000000,365.000000000000000,645.000000000000000,416.000000000000000,590.000000000000000,384.000000000000000,745.000000000000000,637.000000000000000,632.000000000000000,415.000000000000000,9450.000000000000000,5490.000000000000000,0.413133448203696,0.388282969425199,
84,5A,Region 5,645,https://www.dec.ny.gov/outdoor/8302.html,1671733320.910000085830688,266550.717043999989983,735.000000000000000,356.000000000000000,790.000000000000000,314.000000000000000,523.000000000000000,406.000000000000000,434.000000000000000,324.000000000000000,410.000000000000000,255.000000000000000,447.000000000000000,256.000000000000000,423.000000000000000,223.000000000000000,450.000000000000000,231.000000000000000,455.000000000000000,226.000000000000000,510.000000000000000,211.000000000000000,542.000000000000000,175.000000000000000,759.000000000000000,326.000000000000000,804.000000000000000,290.000000000000000,747.000000000000000,436.000000000000000,895.000000000000000,249.000000000000000,8924.000000000000000,4278.000000000000000,0.321928031223208,0.302563669071220,
85,5H,Region 5,3086,https://www.dec.ny.gov/outdoor/8302.html,7993652242.529999732971191,463963.060820000013337,2250.000000000000000,724.000000000000000,2913.000000000000000,616.000000000000000,1520.000000000000000,515.000000000000000,1570.000000000000000,611.000000000000000,1625.000000000000000,484.000000000000000,2114.000000000000000,618.000000000000000,2498.000000000000000,732.000000000000000,2191.000000000000000,667.000000000000000,1.823000000000000,664.000000000000000,1.921000000000000,391.000000000000000,1.944000000000000,402.000000000000000,2.060000000000000,452.000000000000000,2222.000000000000000,381.000000000000000,2070.000000000000000,560.000000000000000,2053.000000000000000,328.000000000000000,23033.747999999999593,8145.000000000000000,0.612927492826795,0.576059159557057,
86,6S,Region 6,579,https://www.dec.ny.gov/outdoor/8302.html,1501161992.579999923706055,205756.680907000001753,1185.000000000000000,982.000000000000000,1264.000000000000000,935.000000000000000,1439.000000000000000,1126.000000000000000,1598.000000000000000,1033.000000000000000,1531.000000000000000,1142.000000000000000,1867.000000000000000,1145.000000000000000,1796.000000000000000,1306.000000000000000,1862.000000000000000,1538.000000000000000,1.554000000000000,1.265000000000000,1.762000000000000,1.475000000000000,1.558000000000000,1.225000000000000,1.613000000000000,1.396000000000000,1452.000000000000000,1070.000000000000000,1593.000000000000000,1585.000000000000000,1565.000000000000000,1236.000000000000000,17158.487000000000990,13103.361000000000786,0.986054046081573,0.926741697364361,
87,8N,Region 8,333,https://www.dec.ny.gov/outdoor/8302.html,863219741.406999945640564,150373.658867999998620,1597.000000000000000,2831.000000000000000,1594.000000000000000,2923.000000000000000,1415.000000000000000,3511.000000000000000,1561.000000000000000,2450.000000000000000,1845.000000000000000,3315.000000000000000,1848.000000000000000,3397.000000000000000,1893.000000000000000,3465.000000000000000,1862.000000000000000,3884.000000000000000,1.855000000000000,3.139000000000000,1.820000000000000,3.264000000000000,1.789000000000000,2.770000000000000,1.770000000000000,3.240000000000000,1775.000000000000000,2664.000000000000000,1725.000000000000000,2879.000000000000000,1628.000000000000000,2663.000000000000000,18750.234000000000378,33994.413000000000466,2.558147370191360,2.404271698270779,
88,9H,Region 9,981,https://www.dec.ny.gov/outdoor/8302.html,2541027172.869999885559082,258355.928699999989476,3918.000000000000000,4830.000000000000000,3580.000000000000000,4438.000000000000000,4215.000000000000000,5472.000000000000000,4464.000000000000000,5925.000000000000000,4642.000000000000000,6595.000000000000000,5137.000000000000000,7178.000000000000000,4784.000000000000000,6965.000000000000000,4532.000000000000000,7421.000000000000000,4.261000000000000,5.421000000000000,4.073000000000000,5.696000000000000,3.861000000000000,4.766000000000000,3.981000000000000,5.531000000000000,4107.000000000000000,5049.000000000000000,3726.000000000000000,6316.000000000000000,3480.000000000000000,4273.000000000000000,46601.175999999992200,64483.414000000011583,4.852505496860933,4.560621396465288,
89,7A,Region 7,544,https://www.dec.ny.gov/outdoor/8302.html,1408375033.500000000000000,208510.886900000012247,1034.000000000000000,717.000000000000000,1218.000000000000000,1102.000000000000000,1304.000000000000000,948.000000000000000,1392.000000000000000,1122.000000000000000,1534.000000000000000,1220.000000000000000,1711.000000000000000,1234.000000000000000,1699.000000000000000,1388.000000000000000,1541.000000000000000,1496.000000000000000,1.344000000000000,1.169000000000000,1.553000000000000,1.524000000000000,1.494000000000000,1.401000000000000,1.764000000000000,1.630000000000000,1818.000000000000000,1590.000000000000000,1647.000000000000000,2199.000000000000000,1335.000000000000000,1521.000000000000000,16239.154999999998836,14542.723999999998341,1.094368982221248,1.028541358515683,
90,9C,Region 9,201,https://www.dec.ny.gov/outdoor/8302.html,521106300.601999998092651,178440.872996999998577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,
91,1A,Region 1,288,https://www.dec.ny.gov/outdoor/8302.html,745240269.192000031471252,587727.052553000045009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,
92,2A,Region 2,302,https://www.dec.ny.gov/outdoor/8302.html,781679647.092000007629395,790929.783304000040516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,
